frame,card1Name,card1Label,card2Name,card2Label,card3Name,card3Label,card4Name,card4Label,cardPlayedName,cardPlayedLabel,slotPlayed,elixir,predicted_cardPlayed,y_cardPlayed,y_elixirConsumed
00225,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,6.0,,,
00240,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,6.0,,,
00255,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,6.0,,,
00270,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,6.0,,,
00285,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,7.0,,,
00300,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,7.0,,,
00315,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,7.0,,,
00330,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,7.0,,,
00345,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,7.0,,,
00360,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,8.0,,,
00375,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,8.0,,,
00390,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,8.0,,,
00405,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,8.0,,,
00420,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,8.0,,,
00435,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,8.0,,,
00450,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,9.0,,,
00465,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,9.0,,,
00480,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,9.0,,,
00495,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,9.0,,,
00510,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,9.0,,,
00525,Royal Delivery,85.0,Mortar,71.0,Giant Snowball,38.0,Knight,58.0,,,,9.0,,,
